	sample_name_R	SBS_LIV_A	SBS_LIV_B	SBS_LIV_C	SBS_LIV_D	SBS_LIV_E	SBS_LIV_F	SBS_LIV_G	SBS_LIV_H	SBS_LIV_I	SBS_LIV_J	SBS_LIV_K	SBS_LIV_L	SBS_LIV_M
263	PD37107b_lo031	16.0717486997294	78.3848134793392	56.9960872283728	156.2928684123	376.098854656432	118.729921443737	169.052169505286	115.58863462158	2.7576690341277e-12	294.277397344842	0.0252270846479989	1.67488141511863e-08	105.500140690488
264	PD37107b_lo032	98.1695361504018	139.228163829403	34.8401412189048	44.9555429041653	394.138907818777	97.0122311378366	24.9719263619024	154.296170564773	48.4183544717376	118.625087458787	35.859656421838	42.0430913202846	17.4574866738856
265	PD37107b_lo033	252.490791495344	2.15734430473172e-11	12.0626938727897	253.800916636682	282.250849036986	58.4604568012453	0.000661343568151341	84.1321617472114	89.767787731557	124.464195116904	110.4390158018	59.2098139647491	41.9452728595993
266	PD37107b_lo034	168.739504064057	196.322160404875	53.681858392746	365.310890153376	1278.40359186824	18.2897986473657	206.871687823185	44.5549509172748	38.4820557231143	107.061301744785	62.3438738528137	8.62655068131732	375.339735888549
267	PD37107b_lo035	110.880402494758	109.512167675341	18.1002496944546	162.473103559129	332.426159670239	115.708049565286	28.0972393045626	78.7580635983322	92.3513642212784	227.944631653572	87.8477265656482	56.8488784345994	105.073457107027
268	PD37107b_lo038	1.32829621394769e-05	28.363253017617	17.6406945213348	91.3257988647191	85.1975932384622	48.6031218259916	3.4970036906791e-12	3.03835107912848e-08	37.4327405414122	52.8482202526129	3.64375013184215	4.91545184725401e-08	24.9662553069824
269	PD37107b_lo039	66.7914668560089	40.4888666799411	2.89443777424591e-12	0.000290389199364536	268.584350539516	43.7947905833612	16.667735941405	112.843434303394	2.7576690341277e-12	49.6833272813885	25.9880041630181	36.8219331468959	44.3524954498156
270	PD37107b_lo040	72.5073555633076	142.351368419375	19.4562136598209	112.753834726305	78.3501733043986	76.2140256595225	79.8396999969301	130.039787824125	59.0451033901744	249.964507017769	45.613434196594	88.881563616622	0.00218019720809294
271	PD37107b_lo041	149.310613878934	102.691785510736	23.7258248280781	350.406890081081	363.651211964992	0.71951120491839	118.421668236501	65.464517467359	60.4715553840668	340.326490940226	15.526542976828	70.7932724898542	0.518524008271552
272	PD37107b_lo042	371.599979141064	1.27413422430622e-10	0.000260193057955163	354.456586132457	239.79841864766	0.0263727754839083	0.00212065183375892	40.5141707580191	112.76058675976	91.2356210268523	85.6254806347499	118.97927369741	8.03012284042057
273	PD37107b_lo043	88.9057512068102	81.3717086314204	5.78385151871716	3.52116694489738e-12	470.185043413168	131.787115585917	70.0195143817733	137.483120104021	2.7576690341277e-12	199.107791276749	0.0736706474383239	11.7604834734601	74.5348955400217
274	PD37107b_lo044	76.9497340294179	156.751841506376	22.0395008010136	3.52116694489738e-12	445.056053509218	175.270559099096	47.3824113477419	167.863740954305	2.7576690341277e-12	98.2965694071818	12.9875741494806	44.2880475926969	61.1248707062157
275	PD37110a	0.00527870570043122	759.075129152785	46.3273961111889	794.420170434483	339.00156713589	140.037773236266	1504.68409787456	1073.68329206655	669.781754855707	182.22603341729	242.60999294451	1122.00547177953	947.188773169463
276	PD37110b_lo011	20.8722719997554	63.3481603937876	28.2450723131952	43.5743090046404	2.16228548168661	2.90456336997174e-12	66.4311519594534	92.9314784376114	53.9092744727555	0.046198272755654	23.5206574470237	59.3095990887841	98.6707023773316
277	PD37110b_lo013	150.374302694773	115.558568221342	24.0507595600258	37.0745434306339	35.3393790910306	190.342154301182	33.304911480763	214.263775526387	52.466336067572	173.812067844598	44.8031361513438	102.717310379823	169.905644186596
278	PD37110b_lo014	45.5237902266333	103.933558878185	11.7500702449253	0.425660314447661	8.36983207991411	51.7332430931061	21.8847725466332	153.928074158891	14.938798479028	142.310343794992	83.8879145970385	1.02249974786765	107.307809029356
279	PD37110b_lo016	158.284588979661	122.408390376943	14.8381969599196	211.711416991705	62.1130311080784	118.153881130147	86.3174733012103	372.94846534816	78.3628460686599	423.333965746321	206.879868335821	24.3316599321113	244.336668555365
280	PD37110b_lo018	82.3666376722033	245.509530861612	31.2608225897369	139.492721906162	46.0233346887274	122.221152895482	67.9795370939831	237.464838617377	95.1657103234123	371.790094707529	75.9565887393782	25.3487360492504	139.439303065377
281	PD37110b_lo020	0.0202175179417699	124.348029150649	22.7498101030137	135.795005227561	32.0642664796558	69.782239776847	71.6981868531307	129.450876429421	18.5894789389155	141.573839268096	1.78472708428705e-06	36.1833911012818	116.764887171746
282	PD37110b_lo023	4.51915630672596e-06	104.861182825195	26.5479732741981	3.52116694489738e-12	35.5200572723446	33.7591696389853	25.5686919173521	72.8724869435034	15.5007202368495	92.5392911364323	4.37046789918175	3.34580881859185e-12	143.478006799307
