	sample_name_R	SBS_COL_A	SBS_COL_B	SBS_COL_C	SBS_COL_D	SBS_COL_E	SBS_COL_F	SBS_COL_G	SBS_COL_H	SBS_COL_I
661	O333:PD37226i7	86.3655847409149	158.253723445402	837.761842132984	480.557881584646	75.3599424785505	91.6482614942781	515.959370474498	133.190208719613	380.917980844069
662	O333:PD37226i8	84.6986072320768	107.311847127942	342.439596812916	213.332269658888	19.6729940955943	66.3437708543729	394.410668464403	241.048897970275	275.761718067839
663	O333:PD37265l2	108.701792591687	152.551354804536	786.617105984363	471.289994585253	36.2190384526166	133.74300752901	466.800810862926	227.64963193558	364.440383628316
664	O333:PD37265l6	61.6968694446773	88.6340000162638	507.27565058763	538.222992465527	45.1675729967624	49.4739839825654	573.340056298514	100.279112296026	429.935280132043
665	O337:20	0.00171962280030206	2.25141428545843	3.38014670253473	4.94756489614029e-05	8.6178075432236e-12	2.80180872556253	1.40888455940274e-11	4.51068435753571	10.0731718309688
666	O337:28	0.00741380210310338	0.803391959467626	2.36543148813476	1.57600344441238e-11	8.6178075432236e-12	6.53254027771801e-12	1.40888455940274e-11	9.38334380458467e-12	9.84284979774501
667	O337:29	6.24973875251875e-12	2.51566152631266	13.8281417697235	1.57600344441238e-11	0.675084893041821	6.53254027771801e-12	8.2123962770854e-11	1.62075919585015e-09	1.00309598613643e-11
668	O337:30	0.00257487340485953	3.93343315008764e-05	1.01423754607247	1.57600344441238e-11	0.000936226616395171	0.00138966759618416	1.40888455940274e-11	9.38334380458467e-12	1.00309598613643e-11
669	O337:31	2.31588404551438	0.895967860684379	1.45381834690665e-11	1.57600344441238e-11	8.6178075432236e-12	6.53254027771801e-12	1.40888455940274e-11	9.38334380458467e-12	0.807305548457006
670	O337:32	0.00018982655914342	9.64224608634932e-12	1.45381834690665e-11	0.691683244802947	8.6178075432236e-12	1.2677799660166	1.40888455940274e-11	1.0595280176466	1.99837626674844e-11
671	O337:33	0.0151751342742223	45.9568700843525	41.5508714442081	30.276337008395	8.6178075432236e-12	6.53254027771801e-12	30.3991694916017	2.22502951773087e-09	16.8208563770857
672	O337:34	0.00229776709641816	9.64224608634932e-12	4.31639063858736	2.38285865819572	8.6178075432236e-12	6.68102673191532e-12	1.40888455940274e-11	9.38334380458467e-12	0.317578748275673
673	O337:35	5.8263764553965e-07	58.854707114954	42.0171726097048	16.6919475134	8.6178075432236e-12	6.53254027771801e-12	1.40888455940274e-11	9.99614066979525	16.4581787655485
674	O337:PD36814m5	220.872200748279	88.5113891631078	111.986727717302	668.31398081704	4305.01675915234	354.128171160633	352.315645790985	107.889355569153	475.977098528576
675	O337:PD36814m8	212.809740426432	108.001749696272	149.310687575408	541.397659960513	5535.73459865803	529.262791437597	268.110938509222	200.672014260767	460.700667238941
676	O337:PD37226j4	299.348056876304	190.527315604439	105.078555837356	171.3541209243	4332.6125765027	430.625124818225	233.471471445448	250.104740883418	80.8801889232615
677	O337:PD37226j5	106.526288633695	193.35200255914	103.880672867844	117.474530892486	3394.14903482349	365.229875330713	570.554596631395	250.805581060953	210.044696424418
678	O337:PD37226j6	271.808317295907	135.644247779848	55.9072996319836	3.27945505554652e-05	5456.41470427303	583.666376033541	463.125286411895	186.704443993876	80.7335952809805
679	O337:PD37226j7	3.80550223404689	328.858974064609	176.589421348526	351.134318778068	5283.56462423155	418.284351718844	489.188449390398	2.61256759177762e-08	939.582505557553
680	O337:PD37226j8	168.677650451829	169.539866953775	310.7247156248	465.091500581529	3886.41356366254	378.150499182186	495.075270482896	365.495409025515	477.84100921976
681	O337:PD37226o4	523.959024325327	110.277974963008	228.824715188031	332.137682761579	11919.9749290054	857.100281386101	177.506939510554	208.190867115368	0.00011951338081334
682	O337:PD37226o5	406.40180294036	123.722708328319	72.2578716547853	360.720339434149	8013.82633375692	888.08101641439	344.602736017034	394.810840070806	352.564807861283
683	O337:PD37226p7	240.446601695212	271.229266384499	153.569207388677	2.1131383002868	7383.89999439039	679.632194521177	581.271271570811	432.7648115563	48.0727346858166
684	O337:PD37265m3	388.419763369508	88.7389938800442	267.638006177618	574.98621021961	6746.47779924458	712.316184695487	0.000265596034008151	214.077650061398	4.32978897863083
685	O337:PD37265m4	421.933683783443	76.0081204454155	2.46634759127015e-06	377.642419052169	7147.26888420766	684.602421505475	281.63996095422	207.996602720113	49.9039810175591
686	O340:11	0.0018025007929749	9.64224608634932e-12	1.45381834690665e-11	1.57600344441238e-11	8.6178075432236e-12	0.000188734807529292	1.65201218753452	2.36523759856633	1.00309598613643e-11
687	O340:12	0.00135370742011912	0.736317655490962	6.69508160716394	1.57600344441238e-11	8.6178075432236e-12	6.53254027771801e-12	5.83519910907085	9.38334380458467e-12	1.75126578148463
688	O340:PD37226k2	78.6810220744531	194.352334294585	529.588802316593	411.401225007645	18.3492672738572	79.302673589089	439.230275001008	136.556146491826	245.557990393013
689	O340:PD37226k5	144.803199814775	185.331516136921	403.847712940389	402.339147736518	33.2170978328565	58.2425743934002	457.643261772539	167.178614729252	236.419117718353
690	O340:PD37226k6	30.4628601173849	244.760651390345	568.18155877347	706.574652607613	76.1694838572785	105.675282835509	241.169925521943	162.696896569971	388.323436083137
691	O340:PD37226k8	6.24973875251875e-12	174.020099590285	581.656992084826	428.74256729278	35.1885327659408	92.0644829772796	425.291683881571	202.932350024389	321.121918779509
692	O340:PD37457e6	41.3318726898401	155.531202887317	830.565322796358	1160.39077472658	21.3290132315439	32.780386458175	469.361511352968	169.851953156215	425.879346019334
693	O340:PD37457f4	57.3954419538378	118.380368655071	790.515353797017	712.253548687519	41.6832731093846	57.794174765209	311.594107115757	189.592167489775	474.803796798994
694	O340:PD37457f7	70.9119457680745	120.132004707885	355.168684223052	600.033962076447	14.2302837338829	37.8641074291208	317.608252181715	83.0955782425008	283.977837872942
695	O395:10	0.000108271125113236	9.64224608634932e-12	1.45381834690665e-11	0.000165278747026654	0.00108557354793477	0.00185986543319054	1.01601185659183	9.38334380458467e-12	1.00309598613643e-11
696	O395:PD37226l5	53.8584301901828	94.884757154851	217.478971122237	123.655699757489	6.77005715634116	39.5850822940299	288.708790470107	41.6641765427881	173.415456047142
697	O395:PD37226l6	32.1479935263825	128.961738574256	245.243492720062	189.727984584626	8.1572893333767	31.5119156014048	308.733750094508	24.993750320349	269.54399924147
698	O395:PD37226l7	10.1341312769593	121.814519600341	165.158740139656	157.504190800987	23.1287821950284	16.7797415760682	224.647634585789	76.6347024909648	234.218951405222
699	O395:PD37226l8	50.2455295328735	128.300309704871	305.338436781112	197.773447601186	33.3356882263822	59.236780108194	346.18242289187	83.2641029755401	264.344096241998
700	O395:PD37457b4	6.24973875251875e-12	20.1958646518211	46.9426951284477	166.706490145339	7.17715637358724	59.1976874076679	43.9730122921844	35.0948445527266	62.7317574730369
701	O395:PD37457b5	42.1590964426537	39.7325747040601	101.266182930326	102.534863516986	5.8710229293081	1.06844644153789	68.4680642374657	29.6088290439585	39.3098203522098
702	O395:PD37457g4	7.74496697568293	23.5191217137721	82.5755669837773	83.9660462646822	11.1369505271434	6.53254027771801e-12	84.6840684361371	18.0717564799458	115.321315519272
703	O395:PD37457g5	52.7768224427988	129.276423922936	483.519063562548	380.40158916369	19.4544161481511	52.0281030412129	360.931308101064	94.6909923693405	302.940196443829
704	O401:10	0.00322835747628472	2.56332726175144	7.52363813750509	3.45119113124561	8.6178075432236e-12	6.53254027771801e-12	1.40888455940274e-11	9.38334380458467e-12	9.47761927516124
705	O401:8	2.50874670222392	9.64224608634932e-12	1.45381834690665e-11	1.57600344441238e-11	0.000407988981012974	0.000350341380682766	1.5097024659863	9.38334380458467e-12	1.00309598613643e-11
706	O401:9	0.00141952341399239	9.64224608634932e-12	1.45381834690665e-11	1.57600344441238e-11	8.6178075432236e-12	0.934219354376627	2.01376826376211	9.38334380458467e-12	3.06981993222135
707	O401:PD37226m5	109.872311915686	111.638019263984	278.794520402917	300.545986817851	18.9525919618615	127.607888056939	542.82139800562	161.546572313064	297.246568409584
708	O401:PD37226m7	74.4205036446884	110.991106756931	300.046088785316	312.215103823499	31.362776060472	148.450841604429	540.89664075312	56.7098166042149	412.932443481331
709	O401:PD37226m8	34.6403033662424	105.35857677563	270.201959222539	298.46634842635	56.8743255773708	50.1959585914043	720.377626454179	138.423300398298	321.495357419072
710	O401:PD37457c4	51.83274843978	69.6190918292242	349.185872558146	401.425871234665	16.9629937726647	30.098620881823	478.2957292292	90.9140028499874	210.691811253166
711	O401:PD37457h2	34.739224640047	63.3737604083953	244.048228385069	203.911524579513	5.91167096081313e-07	21.0697900632012	228.695398466831	108.540635875758	185.641579727425
712	O401:PD37457h5	68.268332224485	80.0038480375561	507.554635199137	421.493184394224	33.5032440454503	83.1012305570097	487.888885471927	138.1897478732	296.018733719493
713	O438:6	6.24973875251875e-12	2.86494211250957	8.26915894505994	1.57600344441238e-11	0.0217700471229585	3.79469906503422	21.0363528978806	9.38334380458467e-12	11.0325972311927
714	O438:7	6.24973875251875e-12	23.869864379539	55.9452735236252	69.6024873871479	9.54128257121797	6.53254027771801e-12	29.0195670266241	31.6275491733419	60.4129227350211
715	O438:PD37457i4	84.909358745579	138.737432336735	772.398093184404	585.376734831765	53.7155062569597	124.571033102068	446.580828470874	217.977345168264	356.748166408589
716	O438:PD37457i5	54.3153052050747	122.015686921742	490.566440215579	424.575233789021	86.4231914474593	74.0559680340551	425.026073319205	55.2150183773042	245.828177649426
717	O438:PD37457j7	83.4691130891244	114.060499141493	92.3712592387211	170.527087786389	16.5429428066477	65.6176868337499	321.470988010641	133.294720521605	353.6689176689
718	O438:PD37457j8	74.0844575004129	201.395432245193	341.733115849442	438.973483466958	33.4008403784229	92.0372914093245	337.167433146872	132.077487568855	267.151174367893
719	OO10:13	0.0342566265216241	9.64224608634932e-12	1.45381834690665e-11	1.57600344441238e-11	0.000200866035660303	0.000380743771354179	1.40888455940274e-11	0.984357421949238	1.00309598613643e-11
720	OO10:15	2.93178753101921	1.83220123053298	11.5145968016115	2.06266299533248	1.25635223115271	2.54698900932498	4.99299265995733e-08	9.38334380458467e-12	4.87425222935187
721	OO10:18	0.000968324853985863	9.64224608634932e-12	4.90091223964269	10.8620566750331	8.6178075432236e-12	0.0164806793959726	2.86495945061816	9.38334380458467e-12	2.37389052581945
722	OO10:19	0.00161416012709892	0.994439684797233	1.0231211019666	1.57600344441238e-11	8.6178075432236e-12	6.53254027771801e-12	1.40888455940274e-11	9.38334380458467e-12	1.00309598613643e-11
723	OO10:20	0.869483101813294	9.64224608634932e-12	6.33177504579098	4.81764638785081	8.6178075432236e-12	0.000188704202959691	1.40888455940274e-11	9.38334380458467e-12	1.00309598613643e-11
724	OO10:PD36814d5	84.0737653977166	96.5355938885929	697.467571188734	555.750017567688	31.1363754764428	1.7941295220754	354.304133606099	188.704708126969	259.249704187194
725	OO10:PD36814d6	110.11564974089	73.1624464050218	493.287979771517	488.746120631179	25.4619202006428	79.2760974468776	391.860296501237	135.871082447294	194.238357869123
726	OO10:PD36814d7	68.587049360208	79.4184130676136	528.442369474653	430.361165811718	31.5553476528894	112.604702527974	379.784441989769	179.81383509932	231.450583642686
727	OO10:PD36814d8	85.427404602897	112.388752705867	419.097059802809	654.86236088715	40.3196519386973	95.0815011213076	314.455258134394	174.968144882845	283.419962856484
728	OO10:PD37226c5	73.671007740098	344.82931934469	313.700116502862	228.26050462846	34.8666448583678	83.7097015154399	394.918271968155	150.574733703489	181.491005473911
729	OO10:PD37226c6	108.769141912078	466.734475391964	255.946575598167	280.6986291025	14.270550327695	6.53254027771801e-12	470.891426504797	64.9481880642391	228.767053022066
